replicate,seed,success,error,selected_lambda,selected_init,penalized_bic,refit_loglik,refit_bic,screened_original_indices,screened_features,active_original_indices,active_counts,seconds,pi_0,pi_1,intercept_0,beta_0_1,beta_0_2,beta_0_3,beta_0_4,beta_0_5,beta_0_6,beta_0_7,beta_0_8,beta_0_9,beta_0_10,beta_0_11,beta_0_12,beta_0_13,beta_0_14,beta_0_15,beta_0_16,beta_0_17,beta_0_18,beta_0_19,beta_0_20,beta_0_21,beta_0_22,beta_0_23,beta_0_24,beta_0_25,beta_0_26,beta_0_27,beta_0_28,beta_0_29,beta_0_30,beta_0_31,beta_0_32,beta_0_33,beta_0_34,beta_0_35,beta_0_36,beta_0_37,beta_0_38,beta_0_39,beta_0_40,beta_0_41,beta_0_42,beta_0_43,beta_0_44,beta_0_45,beta_0_46,beta_0_47,beta_0_48,beta_0_49,beta_0_50,beta_0_51,beta_0_52,beta_0_53,beta_0_54,intercept_1,beta_1_1,beta_1_2,beta_1_3,beta_1_4,beta_1_5,beta_1_6,beta_1_7,beta_1_8,beta_1_9,beta_1_10,beta_1_11,beta_1_12,beta_1_13,beta_1_14,beta_1_15,beta_1_16,beta_1_17,beta_1_18,beta_1_19,beta_1_20,beta_1_21,beta_1_22,beta_1_23,beta_1_24,beta_1_25,beta_1_26,beta_1_27,beta_1_28,beta_1_29,beta_1_30,beta_1_31,beta_1_32,beta_1_33,beta_1_34,beta_1_35,beta_1_36,beta_1_37,beta_1_38,beta_1_39,beta_1_40,beta_1_41,beta_1_42,beta_1_43,beta_1_44,beta_1_45,beta_1_46,beta_1_47,beta_1_48,beta_1_49,beta_1_50,beta_1_51,beta_1_52,beta_1_53,beta_1_54,extra_1_log_alpha,alpha_1
245,2104262433,True,,50.0,kmeans_glm,7995.912732367079,-3851.004972476857,7901.7589525941585,"[0, 5, 16, 28, 18, 9, 12, 11, 17, 3, 10, 38, 26, 14, 22, 1, 13, 21, 24, 49, 52, 46, 47, 15, 6, 4, 51, 19, 48, 23, 42, 34, 41, 32, 33, 2, 25, 53, 37, 30, 45, 27, 40, 29, 54, 43, 31, 7, 44, 8, 36]","[""Intercept"", ""xage"", ""child"", ""lnum"", ""lfam"", ""num"", ""physlm"", ""disea"", ""fchild"", ""black"", ""mhi"", ""plan_11"", ""xghindx"", ""mdeoff"", ""fmde"", ""coins"", ""ghindx"", ""logc"", ""hlthf"", ""site_5"", ""year_3"", ""site_2"", ""site_3"", ""pioff"", ""female"", ""income"", ""year_2"", ""lpi"", ""site_4"", ""hlthg"", ""plan_16"", ""plan_7"", ""plan_15"", ""plan_5"", ""plan_6"", ""tookphys"", ""hlthp"", ""year_4"", ""plan_10"", ""plan_3"", ""plan_19"", ""linc"", ""plan_14"", ""plan_2"", ""year_5"", ""plan_17"", ""plan_4"", ""educdec"", ""plan_18"", ""time"", ""plan_9""]","[[5, 16, 3, 10, 1, 21, 52, 47, 6, 48, 42, 34, 29, 43, 7], [16, 9, 12, 11]]","[15, 4]",1258.9109737873077,0.8288574861613772,0.17114251383862286,-2.3014994164521245,-0.1714203231789848,0.0,-0.10588414946383322,0.0,0.3326582408494518,0.10752217541914887,0.11679170988387219,0.0,0.0,-0.10495195997123576,0.0,0.0,0.0,0.0,0.0,-0.06295201163722608,0.0,0.0,0.0,0.0,-0.228849278231036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15498394729939238,0.0,0.0,0.0,0.0,0.15701066420431106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06660000607310318,0.09735182242555614,0.0,0.0,0.0,0.19665821565934447,-0.17681192979902421,0.0,0.0,0.0,-1.6289593506181288,0.0,0.0,0.39923069462812594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33715630040040123,0.0,0.22771739845336136,0.16418255698573808,0.0,0.0,0.0,-0.7063503376528073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9758804395736909,7.212967440967681
246,363985011,True,,50.0,quantile_glm,7833.434500545705,-3778.274762247955,7756.298532136355,"[0, 5, 16, 12, 11, 26, 3, 13, 28, 18, 9, 17, 38, 47, 10, 14, 22, 21, 1, 6, 23, 49, 48, 46, 42, 27, 4, 24, 15, 43, 52, 45, 41, 51, 25, 33, 32, 19, 2, 50, 30, 54, 20, 31, 37, 8, 35, 53, 39, 40, 36]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""disea"", ""xghindx"", ""black"", ""ghindx"", ""lnum"", ""lfam"", ""num"", ""fchild"", ""plan_11"", ""site_3"", ""mhi"", ""mdeoff"", ""fmde"", ""logc"", ""coins"", ""female"", ""hlthg"", ""site_5"", ""site_4"", ""site_2"", ""plan_16"", ""linc"", ""income"", ""hlthf"", ""pioff"", ""plan_17"", ""year_3"", ""plan_19"", ""plan_15"", ""year_2"", ""hlthp"", ""plan_6"", ""plan_5"", ""lpi"", ""tookphys"", ""site_6"", ""plan_3"", ""year_5"", ""idp"", ""plan_4"", ""plan_10"", ""time"", ""plan_8"", ""year_4"", ""plan_13"", ""plan_14"", ""plan_9""]","[[5, 16, 12, 11, 3, 47, 10, 22, 21, 1, 6, 42, 24, 43, 50], [5, 16, 12, 11]]","[15, 4]",1422.5293436050415,0.8415536091143688,0.15844639088563123,-2.0843001059759096,-0.08814630669496253,0.0,-0.08571398229976887,0.0,0.11031333581791027,0.12422635062683825,0.0,0.0,0.0,-0.10100339447052462,0.07285820240689612,0.09017763055528989,0.0,0.0,0.0,-0.21458683070554596,0.0,0.0,0.0,0.0,-0.24383175221853334,-0.11073758758212313,0.0,0.054330788928144656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19748631454808738,0.1449703206725505,0.0,0.0,0.0,0.1792420379981465,0.0,0.0,-0.33152449661842825,0.0,0.0,0.0,0.0,0.3392672189417046,0.0,0.0,0.0,0.0,-0.16374617262118632,0.0,0.0,0.0,0.0,0.0,0.28176733188276204,0.27950739209055453,0.0,0.0,0.0,-0.9853000296623442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0238704157293177,7.5675579204710655
247,881763309,True,,50.0,quantile_glm,8045.775059856137,-3862.688020513122,7942.4945275919445,"[0, 5, 16, 11, 38, 12, 28, 18, 26, 9, 13, 3, 21, 22, 14, 17, 1, 10, 49, 41, 6, 42, 15, 47, 23, 19, 24, 45, 52, 2, 51, 48, 27, 33, 20, 46, 32, 31, 54, 39, 4, 7, 29, 8, 25, 34, 30, 50, 36, 43, 53]","[""Intercept"", ""xage"", ""child"", ""disea"", ""plan_11"", ""physlm"", ""lnum"", ""lfam"", ""xghindx"", ""num"", ""ghindx"", ""black"", ""logc"", ""fmde"", ""mdeoff"", ""fchild"", ""coins"", ""mhi"", ""site_5"", ""plan_15"", ""female"", ""plan_16"", ""pioff"", ""site_3"", ""hlthg"", ""lpi"", ""hlthf"", ""plan_19"", ""year_3"", ""tookphys"", ""year_2"", ""site_4"", ""linc"", ""plan_6"", ""idp"", ""site_2"", ""plan_5"", ""plan_4"", ""year_5"", ""plan_13"", ""income"", ""educdec"", ""plan_2"", ""time"", ""hlthp"", ""plan_7"", ""plan_3"", ""site_6"", ""plan_9"", ""plan_17"", ""year_4""]","[[5, 16, 11, 28, 18, 26, 21, 1, 6, 42, 47, 31, 29, 25, 34, 50, 43], [16, 11, 12, 50]]","[17, 4]",1270.368530511856,0.8309698068667491,0.16903019313325085,-2.086797622957536,-0.10479351583167162,0.0,0.0,0.0,0.23487250085182826,0.12766679220503482,0.0,0.0,0.0,0.0,0.024138202917332683,0.0,0.0,0.0,0.0,-0.11549542998108774,0.0,-0.04928144779900498,0.0,0.0,-0.3354620820215326,0.0,0.0,0.0,0.04606986015272165,-0.0569699999503318,0.0,-0.04928422328314843,0.11533368991936546,0.0,-0.09800216591631578,0.0,0.0,0.07411061540500292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1529290172897051,0.10431997713656396,0.0,0.0,0.0,0.17649001176140675,0.0,0.0,-0.23013565645303594,0.0,0.0,0.0,0.0,0.4108843409760986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24614761307304345,0.2498524166083925,0.0,0.0,0.0,-0.6263916759870662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5515644137570922,0.0,0.0,0.0,0.0,1.9264737534812864,6.865258913286512
248,512115665,True,,100.0,kmeans_glm,7528.094027712948,-3702.40354747349,7482.969750110633,"[0, 5, 16, 12, 26, 13, 17, 3, 11, 38, 21, 22, 14, 9, 1, 28, 18, 10, 6, 42, 25, 41, 29, 49, 47, 15, 34, 48, 52, 33, 24, 40, 27, 19, 7, 45, 51, 4, 23, 54, 46, 44, 31, 2, 35, 8, 30, 43, 39, 20, 53]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""xghindx"", ""ghindx"", ""fchild"", ""black"", ""disea"", ""plan_11"", ""logc"", ""fmde"", ""mdeoff"", ""num"", ""coins"", ""lnum"", ""lfam"", ""mhi"", ""female"", ""plan_16"", ""hlthp"", ""plan_15"", ""plan_2"", ""site_5"", ""site_3"", ""pioff"", ""plan_7"", ""site_4"", ""year_3"", ""plan_6"", ""hlthf"", ""plan_14"", ""linc"", ""lpi"", ""educdec"", ""plan_19"", ""year_2"", ""income"", ""hlthg"", ""year_5"", ""site_2"", ""plan_18"", ""plan_4"", ""tookphys"", ""plan_8"", ""time"", ""plan_3"", ""plan_17"", ""plan_13"", ""idp"", ""year_4""]","[[5, 11, 21, 29, 34], []]","[5, 0]",1395.7582087516785,0.8364767888400904,0.16352321115990967,-2.0448679318317486,0.0,0.0,0.0,0.0,0.3441720553629099,0.0,0.0,0.0,0.0,0.0,0.10284375799584689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2532895978984734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1280264764526234,0.0,0.0,0.0,0.0,0.14012646910239862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7280802144049282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2295854146214524,9.296011290109451
249,444597376,True,,100.0,quantile_glm,7668.838910171524,-3749.4231626724945,7585.693719971269,"[0, 5, 16, 11, 12, 38, 28, 18, 22, 26, 14, 9, 21, 3, 13, 25, 10, 17, 1, 49, 15, 42, 19, 27, 41, 52, 48, 4, 2, 24, 33, 23, 45, 7, 47, 30, 54, 44, 50, 6, 40, 20, 53, 51, 31, 32, 36, 39, 37, 29, 35]","[""Intercept"", ""xage"", ""child"", ""disea"", ""physlm"", ""plan_11"", ""lnum"", ""lfam"", ""fmde"", ""xghindx"", ""mdeoff"", ""num"", ""logc"", ""black"", ""ghindx"", ""hlthp"", ""mhi"", ""fchild"", ""coins"", ""site_5"", ""pioff"", ""plan_16"", ""lpi"", ""linc"", ""plan_15"", ""year_3"", ""site_4"", ""income"", ""tookphys"", ""hlthf"", ""plan_6"", ""hlthg"", ""plan_19"", ""educdec"", ""site_3"", ""plan_3"", ""year_5"", ""plan_18"", ""site_6"", ""female"", ""plan_14"", ""idp"", ""year_4"", ""year_2"", ""plan_4"", ""plan_5"", ""plan_9"", ""plan_13"", ""plan_10"", ""plan_2"", ""plan_8""]","[[5, 16, 11, 21, 47, 50], []]","[6, 0]",1715.9549412727356,0.8359038543354704,0.16409614566452946,-1.9879943642369773,0.0,0.0,0.0,0.0,0.08710493039020176,0.0,0.0,0.0,0.0,0.0,0.1441033670511889,0.0,0.0,0.0,0.0,-0.2556943407208193,0.0,0.0,0.0,0.0,-0.31081928131219716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18434228548187057,0.0,0.0,-0.26308722782790644,0.0,0.0,0.0,0.0,0.9651034669281852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.663606759532636,14.347945475732184
250,1992604783,True,,50.0,quantile_glm,7810.932291427435,-3781.5293194314563,7745.4381675781015,"[0, 5, 16, 12, 3, 11, 14, 38, 22, 1, 9, 21, 17, 28, 18, 26, 47, 13, 10, 15, 42, 49, 48, 6, 41, 43, 52, 19, 46, 45, 2, 4, 33, 23, 32, 31, 29, 51, 54, 27, 25, 7, 37, 34, 35, 24, 53, 36, 30, 8, 50]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""black"", ""disea"", ""mdeoff"", ""plan_11"", ""fmde"", ""coins"", ""num"", ""logc"", ""fchild"", ""lnum"", ""lfam"", ""xghindx"", ""site_3"", ""ghindx"", ""mhi"", ""pioff"", ""plan_16"", ""site_5"", ""site_4"", ""female"", ""plan_15"", ""plan_17"", ""year_3"", ""lpi"", ""site_2"", ""plan_19"", ""tookphys"", ""income"", ""plan_6"", ""hlthg"", ""plan_5"", ""plan_4"", ""plan_2"", ""year_2"", ""year_5"", ""linc"", ""hlthp"", ""educdec"", ""plan_10"", ""plan_7"", ""plan_8"", ""hlthf"", ""year_4"", ""plan_9"", ""plan_3"", ""time"", ""site_6""]","[[5, 16, 3, 11, 22, 1, 21, 47, 10, 48, 6, 41, 43, 29, 34, 50], [50]]","[16, 1]",797.2236692905426,0.8407697222926904,0.1592302777073096,-2.171049432928236,-0.20165975666688946,0.0,-0.1066793785282241,0.0,0.29914338917389477,0.16429280174583263,0.0,0.0,0.0,-0.0287812356656467,0.09723923136246646,0.0,0.0,0.0,0.0,-0.08184139544967955,0.0,0.0,0.0,0.0,0.012792510119811007,-0.29523694521959903,0.0,0.0,0.0,0.0,0.0,0.0,0.1394840141103926,0.0,0.0,0.0,0.0,0.12102405310473417,0.0,0.0,0.0,0.0,0.0,0.0,-0.13576390421544252,0.0,0.19178347211004307,0.0,0.0,0.0,0.17208091878925932,-0.16041760751275624,0.0,-0.3415058061791747,0.0,0.0,0.0,0.0,0.7492279985190169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151574441318567,0.0,0.0,0.0,0.0,2.0448041263773358,7.727644747887522
251,559133548,True,,50.0,quantile_glm,7710.841952720332,-3714.8509278763468,7629.450863393138,"[0, 5, 16, 12, 3, 22, 38, 17, 28, 18, 21, 9, 11, 14, 26, 10, 47, 48, 1, 13, 49, 6, 4, 25, 41, 42, 52, 46, 15, 50, 51, 45, 23, 33, 19, 54, 27, 7, 29, 44, 43, 24, 37, 2, 36, 32, 8, 39, 20, 34, 40]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""black"", ""fmde"", ""plan_11"", ""fchild"", ""lnum"", ""lfam"", ""logc"", ""num"", ""disea"", ""mdeoff"", ""xghindx"", ""mhi"", ""site_3"", ""site_4"", ""coins"", ""ghindx"", ""site_5"", ""female"", ""income"", ""hlthp"", ""plan_15"", ""plan_16"", ""year_3"", ""site_2"", ""pioff"", ""site_6"", ""year_2"", ""plan_19"", ""hlthg"", ""plan_6"", ""lpi"", ""year_5"", ""linc"", ""educdec"", ""plan_2"", ""plan_18"", ""plan_17"", ""hlthf"", ""plan_10"", ""tookphys"", ""plan_9"", ""plan_5"", ""time"", ""plan_13"", ""idp"", ""plan_7"", ""plan_14""]","[[5, 16, 3, 22, 21, 11, 10, 47, 48, 6, 4, 41, 50, 29, 43, 34], [5, 12, 25]]","[16, 3]",2287.4424154758453,0.8409919314324287,0.15900806856757121,-2.1027752881242527,0.0,0.0,-0.08801269465741879,0.1323601690710583,0.23264354221253275,0.1214267798853741,0.0,0.0,0.0,-0.07949891263183284,0.05089706972796748,0.0,0.0,0.0,0.0,-0.12559561601196556,0.0,0.0,0.0,0.0,0.02285780956030397,-0.36383175700030534,0.0,0.0,0.0,0.0,0.0,0.0,0.06463251085849334,0.0,0.0,0.0,0.0,0.13966386420514174,0.0,0.0,0.0,0.0,0.0,0.0,-0.21662733766250877,0.0,0.1536945003549275,0.0,0.0,0.0,0.1718860597330027,-0.26134683386385865,0.0,-0.26278112888021915,0.0,0.0,0.0,0.0,0.4408985114354959,0.0,0.0,0.0,0.0,0.4393874436606472,0.0,0.0,0.0,0.0,0.0,0.0,0.35979005541860876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10838688639657626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1241473991290456,8.365761790819606
252,1390904793,True,,50.0,kmeans_glm,7965.0130017155025,-3895.710995168302,7930.3778217386525,"[0, 5, 16, 38, 11, 28, 18, 12, 9, 3, 14, 22, 17, 1, 21, 47, 26, 49, 42, 13, 6, 23, 10, 24, 48, 52, 15, 41, 33, 45, 53, 32, 40, 54, 19, 4, 51, 36, 30, 27, 20, 43, 7, 8, 2, 31, 46, 37, 39, 44, 29]","[""Intercept"", ""xage"", ""child"", ""plan_11"", ""disea"", ""lnum"", ""lfam"", ""physlm"", ""num"", ""black"", ""mdeoff"", ""fmde"", ""fchild"", ""coins"", ""logc"", ""site_3"", ""xghindx"", ""site_5"", ""plan_16"", ""ghindx"", ""female"", ""hlthg"", ""mhi"", ""hlthf"", ""site_4"", ""year_3"", ""pioff"", ""plan_15"", ""plan_6"", ""plan_19"", ""year_4"", ""plan_5"", ""plan_14"", ""year_5"", ""lpi"", ""income"", ""year_2"", ""plan_9"", ""plan_3"", ""linc"", ""idp"", ""plan_17"", ""educdec"", ""time"", ""tookphys"", ""plan_4"", ""site_2"", ""plan_10"", ""plan_13"", ""plan_18"", ""plan_2""]","[[5, 16, 11, 3, 1, 21, 47, 42, 6, 48, 43, 7], []]","[12, 0]",1165.114334821701,0.8383636205024604,0.16163637949753965,-2.0431621282360095,-0.0493734104860705,0.0,-0.10140945590065027,0.0,0.24452798420637412,0.12295531956624783,0.07532186612249644,0.0,0.0,0.0,0.10019784359201042,0.0,0.0,0.0,0.0,-0.21712222569369743,0.0,0.0,0.0,0.0,-0.27768553835525606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3089246174266268,0.08710293614437124,0.0,0.0,0.0,0.26143718997723947,-0.11156325107359223,0.0,0.0,0.0,0.0,0.0,0.0,0.9613016031118764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.394144290190001,10.958816478930801
253,1140290742,True,,50.0,quantile_glm,7944.35307102749,-3814.6955352067466,7829.140078053938,"[0, 5, 16, 12, 38, 17, 1, 13, 14, 3, 11, 22, 26, 21, 9, 28, 18, 10, 24, 47, 49, 41, 15, 52, 19, 48, 32, 2, 42, 31, 23, 33, 46, 30, 7, 6, 40, 20, 45, 54, 34, 36, 29, 8, 25, 44, 37, 43, 4, 51, 50]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""plan_11"", ""fchild"", ""coins"", ""ghindx"", ""mdeoff"", ""black"", ""disea"", ""fmde"", ""xghindx"", ""logc"", ""num"", ""lnum"", ""lfam"", ""mhi"", ""hlthf"", ""site_3"", ""site_5"", ""plan_15"", ""pioff"", ""year_3"", ""lpi"", ""site_4"", ""plan_5"", ""tookphys"", ""plan_16"", ""plan_4"", ""hlthg"", ""plan_6"", ""site_2"", ""plan_3"", ""educdec"", ""female"", ""plan_14"", ""idp"", ""plan_19"", ""year_5"", ""plan_7"", ""plan_9"", ""plan_2"", ""time"", ""hlthp"", ""plan_18"", ""plan_10"", ""plan_17"", ""income"", ""year_2"", ""site_6""]","[[5, 16, 38, 1, 3, 11, 21, 10, 47, 48, 7, 6, 20, 34, 29, 43, 50], [16, 50]]","[17, 2]",880.5588707923889,0.8690947020538375,0.1309052979461625,-2.133744094668905,-0.2771180081789505,0.0,-0.09039071785654275,0.0,0.30334084387136206,0.1576556945583733,0.10491675736367732,0.0,0.0,-0.10061039957027404,0.04396136358677385,0.0,0.0,0.0,0.0,-0.052224636838506665,0.0,0.0,0.0,-0.16967479932084284,-0.11743851700566975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21910426579041797,0.0,0.0,0.0,0.0,0.09951555128959326,0.0,0.0,0.0,0.06363894197064837,0.0,0.0,0.0,0.0,0.08087668645749452,0.0,0.0,0.0,0.16593703916514418,-0.1823089680578724,0.0,-0.2685013146328233,0.0,0.0,0.0,0.0,0.7291810154678106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6261314119446822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5013194884839751,0.0,0.0,0.0,0.0,1.7468758453995463,5.7366524618038595
254,1990061376,True,,100.0,kmeans_glm,7986.222141321197,-3890.949593489938,7894.80079999404,"[0, 5, 16, 11, 12, 26, 13, 17, 3, 28, 18, 38, 10, 22, 14, 9, 6, 21, 1, 49, 23, 48, 47, 25, 24, 52, 2, 33, 15, 42, 4, 46, 45, 32, 27, 41, 51, 54, 30, 44, 19, 7, 53, 29, 31, 37, 8, 35, 43, 34, 20]","[""Intercept"", ""xage"", ""child"", ""disea"", ""physlm"", ""xghindx"", ""ghindx"", ""fchild"", ""black"", ""lnum"", ""lfam"", ""plan_11"", ""mhi"", ""fmde"", ""mdeoff"", ""num"", ""female"", ""logc"", ""coins"", ""site_5"", ""hlthg"", ""site_4"", ""site_3"", ""hlthp"", ""hlthf"", ""year_3"", ""tookphys"", ""plan_6"", ""pioff"", ""plan_16"", ""income"", ""site_2"", ""plan_19"", ""plan_5"", ""linc"", ""plan_15"", ""year_2"", ""year_5"", ""plan_3"", ""plan_18"", ""lpi"", ""educdec"", ""year_4"", ""plan_2"", ""plan_4"", ""plan_10"", ""time"", ""plan_8"", ""plan_17"", ""plan_7"", ""idp""]","[[5, 16, 11, 3, 6, 21, 48, 47, 29], []]","[9, 0]",1265.6600320339203,0.8365194945607842,0.16348050543921577,-1.9591480535240176,0.0,0.0,-0.23971606155933017,0.0,0.28027760666936585,0.19308371376267577,0.0,0.0,0.0,0.0,0.0645874528207634,0.0,0.0,0.0,0.0,-0.1282110924693121,0.0,0.0,0.0,0.0,-0.2868674549790583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06532544881799693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1728836944303076,-0.1743504365397902,0.0,0.0,0.0,0.0,0.0,0.0,1.002904247190532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.538487648879771,12.660509349439009
